finding_id,project_id,root_cause_key,verdict,evidence_refs,assumptions,review_basis,reviewer,reviewed_at,review_status
family:b439f57c6ccf831e36524d96,erupts/erupt,resource:2bd0df9f17214d5fb08f4947,static_unknown,family:b439f57c6ccf831e36524d96;finding:fb75f0218094ab28591abe49;certificate:8929fcc8338d3be076262138;growth:ec09fa8b81856ea943523261;entry:fcc47aa5bca39a4eb992cb67,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:d6e4405edfa0d03d03095375,erupts/erupt,resource:0d4ce35ecd782bc3f9ae6c28,static_unknown,family:d6e4405edfa0d03d03095375;finding:c1d7367a99300017a90932f0;certificate:50027e7cfa7f30eb4d129e2e;growth:c2de1f01ec2b3625adb803ea;entry:7a256724d3843504bd9934db,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;BOUND_COVERAGE_UNKNOWN;GUARD_COVERAGE_UNKNOWN;RELEASE_COVERAGE_UNKNOWN;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:048257e2b0782d1cd56580aa,getrebuild/rebuild,resource:da0dec195772ece9e8b89554,static_unknown,family:048257e2b0782d1cd56580aa;finding:9055661dadd286ca3d521b6d;certificate:794c7106eee5b7bb920aa658;growth:f2388ed3d3dcedf2dee68140;entry:0a282803afb93ef304d45634,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:0d4a1cd5b88efa7bbafe49e6,getrebuild/rebuild,resource:5a1112f8dabb9e26c93a1f0f,static_unknown,family:0d4a1cd5b88efa7bbafe49e6;finding:e2a4494afcdc39839ff4166b;certificate:e4f60abf75fae28cd3f38166;growth:de42b5fb828b9bd11f4a79a0;entry:c57f610e4fc5395234304bfe,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:11403f448b2360a26f3862e1,getrebuild/rebuild,resource:465e57d1420b8411f053b3a6,static_unknown,family:11403f448b2360a26f3862e1;finding:b14f5baf1df99122478f420a;certificate:4361c47a492da2baa926cf0d;growth:6723ba05de4a2096a805bf1b;entry:7b1d30625eb7eb591cab4979,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:1862e8ed691284cb26782913,getrebuild/rebuild,resource:7d0067065a79dd03447543d7,static_unknown,family:1862e8ed691284cb26782913;finding:e81b4916c3556fdafa54e298;certificate:24af4629b0de9b85c5277159;growth:a3adc366df451855f994d6d3;entry:7a9472207832438ec5032de3,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:27a99408b496f3351cdd2e9e,getrebuild/rebuild,resource:d5acdda402810b98449978de,static_unknown,family:27a99408b496f3351cdd2e9e;finding:3532527ca61db87c8cedc630;certificate:8147ced87fb4785d35a6fc97;growth:1a21dbb26bf0184c3d0a3e69;entry:847d0039f756a2effb845357,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:27e7063aea4f6b03d4047700,getrebuild/rebuild,resource:d5acdda402810b98449978de,static_unknown,family:27e7063aea4f6b03d4047700;finding:c1f4cecceed41645d1698c65;certificate:b6a00c989bf66961681dbf42;growth:1f54d88b5ccb43a32b4b733c;entry:34b8585e30fbdbfb832a0f61,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:2deb9c20cc031f03054e75db,getrebuild/rebuild,resource:eac64f8a8b5ee818c5fff86c,static_unknown,family:2deb9c20cc031f03054e75db;finding:ce4324223969f70621d5348e;certificate:82b20ebe767047f757c86ff1;growth:a6ce0e050587faafbd98a9e8;entry:12c1de443416453a2e9b03cf,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:31bc733b28d85445750d298e,getrebuild/rebuild,resource:8ba15395ad893ca59c525ac2,static_unknown,family:31bc733b28d85445750d298e;finding:b08aa4172b94c89de7834fb6;certificate:29c85d94822b05b1375fe2a3;growth:14f0d04cb2861455a83026a0;entry:b731a66d53f7665b392d6be9,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:490d02963b38a5e0c5379e58,getrebuild/rebuild,resource:50e4728161493ecffa8daa62,static_unknown,family:490d02963b38a5e0c5379e58;finding:dbce43eb61545de252ff4a2a;certificate:e10393d6fc6861c5889a57d9;growth:3c3b203acabad5872e2369aa;entry:5507c26186a36ba98c98944b,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:4ddd51d0610c62405cb53e24,getrebuild/rebuild,resource:180a5a079b1e6ebb495c89bc,static_unknown,family:4ddd51d0610c62405cb53e24;finding:29df2f9ed587893e169f7499;certificate:8bf05d74796f4f7309480881;certificate:9a4b0a8a5fd24264c5bb12fd;growth:4293278516a6e766fa5bd51c;growth:6b0ba8fbe397b5344300454c;entry:c4de1d00262d35ed9691a0d3,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:5a1ad4fd603b524fea527734,getrebuild/rebuild,resource:d1031a4f0bb05f6bd24e31aa,static_unknown,family:5a1ad4fd603b524fea527734;finding:040103dab97c825a42b3f885;certificate:4a8c6e5ea9ffe7b59c5a8eaa;certificate:e6c697e6f54c5c68dda77df7;growth:5cb2d13e9d8edf5d7250f70f;growth:6546355383de45b724c7ffc8;entry:5507c26186a36ba98c98944b,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:62cb1bd9296fc591718bf241,getrebuild/rebuild,resource:cddb7fcc7e9d145634ad61c0,static_unknown,family:62cb1bd9296fc591718bf241;finding:a12518563e7dcbe11f94cba1;certificate:b6c3461f15d1cd7b22a60a78;growth:b64097c8a9b823bffff35d80;entry:5507c26186a36ba98c98944b,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:6af62f3a262b9ebb45075814,getrebuild/rebuild,resource:7dbbf1fcd3a38d68e5901ef7,static_unknown,family:6af62f3a262b9ebb45075814;finding:75f0f90fcd6ab3c144df76b3;certificate:c44c293ab8fc61e61e99e8c1;growth:e199a14bc73c73d9f17eb8a4;entry:268553fa56c96dd6fca3b061,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:8ae056524b47073b6ca0dbef,getrebuild/rebuild,resource:d5acdda402810b98449978de,static_unknown,family:8ae056524b47073b6ca0dbef;finding:95093c886e30cea5073405e1;certificate:d372cf50c6ed8bf67fd95ca2;growth:b4d6cae5d182f70a054bb388;entry:be5a02956f8c9daaf151998c,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:8cffd8201f5d9defeaf06132,getrebuild/rebuild,resource:d5acdda402810b98449978de,static_unknown,family:8cffd8201f5d9defeaf06132;finding:838465bdc0da6244f6cb8cbf;certificate:5d67b76b8947aead9cad6933;growth:d34ed63489b48063a7cad983;entry:5507c26186a36ba98c98944b,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:9ab6968aef9a074eaec3d9ae,getrebuild/rebuild,resource:65f82715fdbf88cba0605351,static_unknown,family:9ab6968aef9a074eaec3d9ae;finding:64065c24f7bfa8fd1197ce53;certificate:d4aab2b36d71cebefb43dbd5;growth:1fc68423d7b7fce6224e8c58;entry:0bc75bd74407ed543fcc1e5f,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:b699b7216d701161d6bd3bc4,getrebuild/rebuild,resource:9282edd8ad8976356a9d815f,static_unknown,family:b699b7216d701161d6bd3bc4;finding:20f5d84a1344270d002e26cd;certificate:972f19cea9a1e382f0ed2173;growth:ac3e192b3c45b12e324b829c;entry:11ed2b1df86842f44040a728,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:c641990925dc30d8670077aa,getrebuild/rebuild,resource:d5acdda402810b98449978de,static_unknown,family:c641990925dc30d8670077aa;finding:ac8352aa88ee1733e91cd0c7;certificate:8e86706d81129395d6c19b28;growth:ac924233607b65da6d8950a4;entry:93f4947caf54c248ad95704f,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:da7c2b85005678ae55f3af4c,getrebuild/rebuild,resource:d5acdda402810b98449978de,static_unknown,family:da7c2b85005678ae55f3af4c;finding:cf0f7e7c2210a1571984e755;certificate:32967da0f916f44aa9d91d40;growth:23c0b0f4c8b23d7fc76f5e12;entry:1b8b4344cd8e838b6a8ba3a2,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:dcdcfea5f4eb7422d65f2a15,getrebuild/rebuild,resource:d5acdda402810b98449978de,static_unknown,family:dcdcfea5f4eb7422d65f2a15;finding:bb7104fc4af89c28d7c39fee;certificate:03c0afc444bb412a371475d4;growth:b35ae6aab129c9af58127e92;entry:3b3dabfd4f2170d0eecf1b47,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:e8b7624913584a0a75759b58,getrebuild/rebuild,resource:d5acdda402810b98449978de,static_unknown,family:e8b7624913584a0a75759b58;finding:627f215936911bad22ae26f4;certificate:7900db3343d17fa0651c9381;growth:1f47ab12940371b085e66b6a;entry:d4004b39037f48f0431036ea,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:fc1b461a08736cab7274e35b,getrebuild/rebuild,resource:d5acdda402810b98449978de,static_unknown,family:fc1b461a08736cab7274e35b;finding:795cd3527b97ece63eaaeade;certificate:4319ad7c488fbfa0f381617c;growth:88b6c23a2d6b64e5d16bdea4;entry:d06e2c465d51b15a121b4e19,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:11e9cbe2e2904db4ee7d0a9e,grobidorg/grobid,resource:08d5cf82d824af25d551d3de,static_unknown,family:11e9cbe2e2904db4ee7d0a9e;finding:d8896f29f917c7a8b9a4d2c4;certificate:4e3c1b8349f29b05fe6d830f;growth:9c40b0af5942b9c265aa1fe8;entry:11908761e358f3e8c4fdeea5,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:84425f3a7a6ad647c7e628de,grobidorg/grobid,resource:08d5cf82d824af25d551d3de,static_unknown,family:84425f3a7a6ad647c7e628de;finding:f28e21e70b438ada6ace6f1b;certificate:5c987e8b01ad115490c7275e;growth:0eca42f39d2df1afa44eadfa;entry:a23e2a548593b5b10feea80e,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:100f692d47d9a206112ce6d4,jetlinks/jetlinks-community,resource:9c113cc6e0e7a9d57fc37a4f,static_unknown,family:100f692d47d9a206112ce6d4;finding:d681c391f0b3f26037f91d3f;certificate:439fefaabfb0b73266d21e11;growth:56869d325682d7b092e533c2;entry:403a5138bb008fb7d38d70f5,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:11e9c626184af9a69c40bf4a,jetlinks/jetlinks-community,resource:8a5192098f061ec8cf2890b3,static_unknown,family:11e9c626184af9a69c40bf4a;finding:0f342b310d851cfc75d960a4;certificate:5bc3bb19a826201ee15501d5;growth:a5d7017f989080aa7111393d;entry:300a1d5ce8f277615dec3561,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
family:16206c8763fe400748e2aae6,jetlinks/jetlinks-community,resource:8f1107e509b3506c5941217f,static_unknown,family:16206c8763fe400748e2aae6;finding:556a5d1a7cda55c3e219ab39;certificate:6db6706312852093993d2bd4;certificate:700baaa5a54572fe01f01d0d;growth:56298cc3eb84000350a6752e;growth:aeb2c9663a47cbf4d81dbfb1;entry:54ef852b822b821028876d55,A1_REACHABILITY_UNKNOWN;A2_REACHABILITY_UNKNOWN;FLOW_GROWTH_NOT_VERIFIED;GROWTH_COVERAGE_INCOMPLETE;LIFECYCLE_PREMISE_UNRESOLVED;VERDICT_ASSERTION_1_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_ASSERTION_2_LIFECYCLE_COVERAGE_INCOMPLETE;VERDICT_CANDIDATE_RELEVANT_GAP;VERDICT_FLOW_NOT_PROVEN;VERDICT_GROWTH_NOT_VERIFIED;VERDICT_REACHABILITY_NOT_PROVEN;VERDICT_UNRESOLVED_EVIDENCE,static_unknown_not_formal_positive,,,unresolved
