framework,entry_fqn,entry_file,entry_line,sink_kind,sink_file,sink_line,key_kind,container_kind,axis_r,axis_v,axis_m,axis_c,axis_l,verdict_drd,verdict,evidence
spring,org.springframework.boot.autoconfigure.mustache.MustacheAutoConfigurationServletIntegrationTests$Application.layout,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,108,container_put,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,110,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,org.springframework.boot.autoconfigure.mustache.MustacheAutoConfigurationServletIntegrationTests$Application.layout,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,108,container_put,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,111,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,org.springframework.boot.autoconfigure.mustache.MustacheAutoConfigurationServletIntegrationTests$Application.home,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,100,container_put,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,101,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,org.springframework.boot.autoconfigure.mustache.MustacheAutoConfigurationServletIntegrationTests$Application.home,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,100,container_put,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,102,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,org.springframework.boot.autoconfigure.mustache.MustacheAutoConfigurationServletIntegrationTests$Application.home,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,100,container_put,spring-boot-project/spring-boot-autoconfigure/src/test/java/org/springframework/boot/autoconfigure/mustache/MustacheAutoConfigurationServletIntegrationTests.java,103,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestController.index,spring-boot-project/spring-boot-test-autoconfigure/src/test/java/org/springframework/boot/test/autoconfigure/restdocs/RestDocsTestController.java,33,container_put,spring-boot-project/spring-boot-test-autoconfigure/src/test/java/org/springframework/boot/test/autoconfigure/restdocs/RestDocsTestController.java,36,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,String>.put"
spring,org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestController.index,spring-boot-project/spring-boot-test-autoconfigure/src/test/java/org/springframework/boot/test/autoconfigure/restdocs/RestDocsTestController.java,33,container_put,spring-boot-project/spring-boot-test-autoconfigure/src/test/java/org/springframework/boot/test/autoconfigure/restdocs/RestDocsTestController.java,37,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.actuator.SampleController.olleh,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator/src/main/java/smoketest/actuator/SampleController.java,53,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator/src/main/java/smoketest/actuator/SampleController.java,55,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.actuator.SampleController.olleh,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator/src/main/java/smoketest/actuator/SampleController.java,53,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator/src/main/java/smoketest/actuator/SampleController.java,56,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.actuator.SampleController.olleh,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator/src/main/java/smoketest/actuator/SampleController.java,53,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator/src/main/java/smoketest/actuator/SampleController.java,57,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.actuator.customsecurity.ExampleController.home,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-custom-security/src/main/java/smoketest/actuator/customsecurity/ExampleController.java,30,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-custom-security/src/main/java/smoketest/actuator/customsecurity/ExampleController.java,31,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.actuator.customsecurity.ExampleController.home,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-custom-security/src/main/java/smoketest/actuator/customsecurity/ExampleController.java,30,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-custom-security/src/main/java/smoketest/actuator/customsecurity/ExampleController.java,32,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.actuator.customsecurity.ExampleController.home,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-custom-security/src/main/java/smoketest/actuator/customsecurity/ExampleController.java,30,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-custom-security/src/main/java/smoketest/actuator/customsecurity/ExampleController.java,33,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.actuator.ui.SampleActuatorUiApplication.home,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-ui/src/main/java/smoketest/actuator/ui/SampleActuatorUiApplication.java,33,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-ui/src/main/java/smoketest/actuator/ui/SampleActuatorUiApplication.java,34,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.actuator.ui.SampleActuatorUiApplication.home,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-ui/src/main/java/smoketest/actuator/ui/SampleActuatorUiApplication.java,33,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-ui/src/main/java/smoketest/actuator/ui/SampleActuatorUiApplication.java,35,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.actuator.ui.SampleActuatorUiApplication.home,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-ui/src/main/java/smoketest/actuator/ui/SampleActuatorUiApplication.java,33,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-actuator-ui/src/main/java/smoketest/actuator/ui/SampleActuatorUiApplication.java,36,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.freemarker.WelcomeController.welcome,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-web-freemarker/src/main/java/smoketest/freemarker/WelcomeController.java,33,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-web-freemarker/src/main/java/smoketest/freemarker/WelcomeController.java,34,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.freemarker.WelcomeController.welcome,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-web-freemarker/src/main/java/smoketest/freemarker/WelcomeController.java,33,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-web-freemarker/src/main/java/smoketest/freemarker/WelcomeController.java,35,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.hateoas.web.CustomerController.showCustomers,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-hateoas/src/main/java/smoketest/hateoas/web/CustomerController.java,50,container_add,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-hateoas/src/main/java/smoketest/hateoas/web/CustomerController.java,52,unknown,static_container,Open,Uncontrollable,Amplifiable,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,RepresentationModel<CollectionModel<Customer>>.add
spring,smoketest.jetty.jsp.WelcomeController.welcome,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-jetty-jsp/src/main/java/smoketest/jetty/jsp/WelcomeController.java,37,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-jetty-jsp/src/main/java/smoketest/jetty/jsp/WelcomeController.java,38,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.jetty.jsp.WelcomeController.welcome,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-jetty-jsp/src/main/java/smoketest/jetty/jsp/WelcomeController.java,37,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-jetty-jsp/src/main/java/smoketest/jetty/jsp/WelcomeController.java,39,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.jsp.WelcomeController.welcome,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-web-jsp/src/main/java/smoketest/jsp/WelcomeController.java,34,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-web-jsp/src/main/java/smoketest/jsp/WelcomeController.java,35,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
spring,smoketest.jsp.WelcomeController.welcome,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-web-jsp/src/main/java/smoketest/jsp/WelcomeController.java,34,container_put,spring-boot-tests/spring-boot-smoke-tests/spring-boot-smoke-test-web-jsp/src/main/java/smoketest/jsp/WelcomeController.java,36,constant,static_container,Open,Limited,CallerBounded,Unbounded,ProcessLifetime,Unexploitable,Unexploitable,"Map<String,Object>.put"
